"","Address","Species","Block","Street","Trap","AddressNumberAndStreet","Latitude","Longitude","WnvPresent","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
"8891","4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX PIPIENS/RESTUANS","45"," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8892","4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX RESTUANS","45"," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8893","4600 Milwaukee Avenue, Chicago, IL 60630, USA","CULEX PIPIENS/RESTUANS","46"," N MILWAUKEE AVE","T003","4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,1,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8894","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8895","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,1,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8896","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8897","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8898","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8899","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8900","6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","61"," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8901","6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX RESTUANS","61"," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8902","6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX RESTUANS","61"," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8903","3000 West 18th Street, Chicago, IL 60608, USA","CULEX PIPIENS/RESTUANS","30"," W 18TH ST","T043","3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8904","1100 South California Avenue, Chicago, IL 60612, USA","CULEX PIPIENS/RESTUANS","11"," S CALIFORNIA","T047","1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8905","1100 South California Avenue, Chicago, IL 60612, USA","CULEX RESTUANS","11"," S CALIFORNIA","T047","1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8906","6100 West Fullerton Avenue, Chicago, IL 60639, USA","CULEX PIPIENS/RESTUANS","61"," W FULLERTON AVE","T013","6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,1,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8907","6100 West Fullerton Avenue, Chicago, IL 60639, USA","CULEX RESTUANS","61"," W FULLERTON AVE","T013","6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8908","1200 West Greenleaf Avenue, Chicago, IL 60626, USA","CULEX RESTUANS","12"," W GREENLEAF AVE","T018","1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8909","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8910","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8911","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,1,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8912","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8913","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8914","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8915","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8916","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8917","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8918","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8919","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8920","6000 West Montrose Avenue, Chicago, IL 60634, USA","CULEX PIPIENS/RESTUANS","60"," W MONTROSE DR","T017","6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8921","6000 West Montrose Avenue, Chicago, IL 60634, USA","CULEX RESTUANS","60"," W MONTROSE DR","T017","6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8922","3300 West 104th Street, Chicago, IL 60655, USA","CULEX PIPIENS/RESTUANS","33"," W 104TH ST","T095","3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8923","3300 West 104th Street, Chicago, IL 60655, USA","CULEX RESTUANS","33"," W 104TH ST","T095","3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8924","1700 North Pulaski Road, Chicago, IL 60639, USA","CULEX PIPIENS/RESTUANS","17"," N PULASKI RD","T039","1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8925","2200 West 51st Street, Chicago, IL 60609, USA","CULEX RESTUANS","22"," W 51ST ST","T061","2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8926","2200 West 51st Street, Chicago, IL 60609, USA","CULEX RESTUANS","22"," W 51ST ST","T061","2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8927","3500 West 51st Street, Chicago, IL 60632, USA","CULEX PIPIENS/RESTUANS","35"," W 51ST ST","T062","3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8928","Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA","CULEX PIPIENS/RESTUANS","52"," W 63RD ST","T065","5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8929","6700 South Kedzie Avenue, Chicago, IL 60629, USA","CULEX PIPIENS/RESTUANS","67"," S KEDZIE AVE","T066","6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8930","6700 South Kedzie Avenue, Chicago, IL 60629, USA","CULEX RESTUANS","67"," S KEDZIE AVE","T066","6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8931","2200 West 69th Street, Chicago, IL 60636, USA","CULEX PIPIENS/RESTUANS","22"," W 69TH ST","T069","2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8932","2200 West 69th Street, Chicago, IL 60636, USA","CULEX RESTUANS","22"," W 69TH ST","T069","2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8933","1000 East 67th Street, Chicago, IL 60637, USA","CULEX PIPIENS/RESTUANS","10"," E 67TH ST","T073","1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8934","1000 East 67th Street, Chicago, IL 60637, USA","CULEX RESTUANS","10"," E 67TH ST","T073","1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8935","3900 South Ashland Avenue, Chicago, IL 60609, USA","CULEX RESTUANS","39"," S ASHLAND AVE","T074","3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8936","6400 South Stony Island Avenue, Chicago, IL 60637, USA","CULEX RESTUANS","64"," S STONY ISLAND AVE","T077","6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8937","7100 South South Shore Drive, Chicago, IL 60649, USA","CULEX PIPIENS/RESTUANS","71"," S SOUTH SHORE DR","T079","7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8938","7700 South Eberhart Avenue, Chicago, IL 60619, USA","CULEX PIPIENS/RESTUANS","77"," S EBERHART AVE","T080","7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8939","7700 South Eberhart Avenue, Chicago, IL 60619, USA","CULEX RESTUANS","77"," S EBERHART AVE","T080","7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8940","5000 South Union Avenue, Chicago, IL 60609, USA","CULEX PIPIENS/RESTUANS","50"," S UNION AVE","T082","5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8941","5000 South Union Avenue, Chicago, IL 60609, USA","CULEX RESTUANS","50"," S UNION AVE","T082","5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8942","7900 South South Chicago Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","79"," S CHICAGO AVE","T083","7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8943","7900 South South Chicago Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","79"," S CHICAGO AVE","T083","7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8944","7900 South South Chicago Avenue, Chicago, IL 60617, USA","CULEX RESTUANS","79"," S CHICAGO AVE","T083","7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8945","5200 South Kolmar Avenue, Chicago, IL 60632, USA","CULEX PIPIENS/RESTUANS","52"," S KOLMAR","T114","5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8946","5200 South Kolmar Avenue, Chicago, IL 60632, USA","CULEX RESTUANS","52"," S KOLMAR","T114","5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8947","3700 South Pulaski Road, Chicago, IL 60623, USA","CULEX PIPIENS/RESTUANS","37"," S PULASKI RD","T063","3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8948","3700 South Pulaski Road, Chicago, IL 60623, USA","CULEX RESTUANS","37"," S PULASKI RD","T063","3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8949","South Doty Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","12"," S DOTY AVE","T115","1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8950","South Doty Avenue, Chicago, IL, USA","CULEX RESTUANS","12"," S DOTY AVE","T115","1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8951","South Doty Avenue, Chicago, IL, USA","CULEX RESTUANS","12"," S DOTY AVE","T115","1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8952","South Stony Island Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","10"," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8953","South Stony Island Avenue, Chicago, IL, USA","CULEX RESTUANS","10"," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8954","South Brandon Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","13"," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8955","South Brandon Avenue, Chicago, IL 60617, USA","CULEX RESTUANS","13"," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8956","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8957","3700 118th Street, Chicago, IL 60617, USA","CULEX RESTUANS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8958","3700 118th Street, Chicago, IL 60617, USA","CULEX RESTUANS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8959","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8960","2400 East 105th Street, Chicago, IL 60617, USA","CULEX RESTUANS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,1,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8961","8900 South Muskegon Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","89"," S MUSKEGON AVE","T099","8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8962","8900 South Muskegon Avenue, Chicago, IL 60617, USA","CULEX RESTUANS","89"," S MUSKEGON AVE","T099","8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8963","South Cottage Grove Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","10"," S COTTAGE GROVE","T102","1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8964","South Cottage Grove Avenue, Chicago, IL, USA","CULEX RESTUANS","10"," S COTTAGE GROVE","T102","1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8965","5800 North Pulaski Road, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","58"," N PULASKI RD","T027","5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8966","5800 North Pulaski Road, Chicago, IL 60646, USA","CULEX RESTUANS","58"," N PULASKI RD","T027","5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8967","5800 North Pulaski Road, Chicago, IL 60646, USA","CULEX RESTUANS","58"," N PULASKI RD","T027","5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8968","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8969","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8970","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8971","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8972","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8973","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8974","4000 East 130th Street, Chicago, IL 60633, USA","CULEX RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8975","4000 East 130th Street, Chicago, IL 60633, USA","CULEX RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8976","9100 West Higgins Road, Rosemont, IL 60018, USA","CULEX RESTUANS","91"," W HIGGINS RD","T009","9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8977","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8978","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,1,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8979","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8980","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8981","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8982","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8983","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8984","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8985","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
"8986","ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS","10"," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,0,2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14
