"","Species","Latitude","Longitude","WnvPresent","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
"7461","CULEX TERRITANS",41.763733,-87.742302,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7462","CULEX RESTUANS",41.912563,-87.668055,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7463","CULEX PIPIENS",41.912563,-87.668055,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7464","CULEX PIPIENS/RESTUANS",42.009876,-87.807277,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7465","CULEX PIPIENS/RESTUANS",41.776428,-87.627096,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7466","CULEX PIPIENS",41.776428,-87.627096,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7467","CULEX PIPIENS/RESTUANS",41.994679,-87.770899,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7468","CULEX RESTUANS",41.994679,-87.770899,0,87,64,76,5,63,68,0,11,503,1848," ",0,29.18,29.89,3.3,14,5.2
"7469","CULEX PIPIENS/RESTUANS",41.95469,-87.800991,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7470","CULEX RESTUANS",41.95469,-87.800991,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7471","CULEX PIPIENS/RESTUANS",41.891118,-87.654491,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7472","CULEX PIPIENS/RESTUANS",41.867108,-87.654224,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7473","CULEX RESTUANS",41.867108,-87.654224,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7474","CULEX PIPIENS/RESTUANS",41.896282,-87.655232,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7475","CULEX TERRITANS",41.921965,-87.632085,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7476","CULEX PIPIENS/RESTUANS",41.720848,-87.666014,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7477","CULEX RESTUANS",41.720848,-87.666014,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7478","CULEX TERRITANS",41.720848,-87.666014,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7479","CULEX PIPIENS/RESTUANS",41.732984,-87.649642,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7480","CULEX RESTUANS",41.732984,-87.649642,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7481","CULEX PIPIENS/RESTUANS",41.944869,-87.832763,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7482","CULEX PIPIENS/RESTUANS",41.986921,-87.689778,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7483","CULEX PIPIENS/RESTUANS",41.801498,-87.763416,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7484","CULEX PIPIENS",41.801498,-87.763416,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7485","CULEX PIPIENS/RESTUANS",41.906638,-87.701431,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7486","CULEX PIPIENS/RESTUANS",41.723195,-87.64997,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7487","CULEX PIPIENS/RESTUANS",41.868077,-87.666901,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7488","CULEX RESTUANS",41.868077,-87.666901,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7489","CULEX PIPIENS",41.868077,-87.666901,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7490","CULEX TERRITANS",41.868077,-87.666901,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7491","CULEX RESTUANS",41.662014,-87.724608,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7492","CULEX PIPIENS",41.662014,-87.724608,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7493","CULEX PIPIENS/RESTUANS",41.878114,-87.629798,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7494","CULEX RESTUANS",41.878114,-87.629798,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7495","CULEX PIPIENS/RESTUANS",41.932094,-87.700117,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7496","CULEX PIPIENS",41.932094,-87.700117,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7497","CULEX PIPIENS/RESTUANS",41.916265,-87.800515,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7498","CULEX RESTUANS",41.916265,-87.800515,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7499","CULEX PIPIENS",41.846075,-87.716277,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7500","CULEX PIPIENS/RESTUANS",41.682587,-87.707973,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7501","CULEX PIPIENS/RESTUANS",41.948167,-87.730698,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7502","CULEX PIPIENS/RESTUANS",41.963976,-87.69181,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7503","CULEX PIPIENS/RESTUANS",41.964242,-87.757639,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7504","CULEX PIPIENS/RESTUANS",42.008314,-87.777921,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7505","CULEX PIPIENS/RESTUANS",41.991429,-87.747113,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7506","CULEX PIPIENS/RESTUANS",41.868142,-87.696269,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7507","CULEX PIPIENS/RESTUANS",41.923738,-87.785288,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7508","CULEX PIPIENS/RESTUANS",42.010412,-87.66214,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7509","CULEX RESTUANS",42.010412,-87.66214,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7510","CULEX PIPIENS/RESTUANS",41.89923,-87.716788,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7511","CULEX PIPIENS/RESTUANS",41.903002,-87.688267,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7512","CULEX PIPIENS",41.903002,-87.688267,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7513","CULEX PIPIENS/RESTUANS",41.960616,-87.777189,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7514","CULEX PIPIENS/RESTUANS",41.704336,-87.703736,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7515","CULEX PIPIENS/RESTUANS",41.911824,-87.726737,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7516","CULEX TERRITANS",41.911824,-87.726737,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7517","CULEX PIPIENS/RESTUANS",41.801179,-87.679447,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7518","CULEX PIPIENS",41.801179,-87.679447,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7519","CULEX PIPIENS/RESTUANS",41.800737,-87.71188,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7520","CULEX PIPIENS/RESTUANS",41.778297,-87.752411,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7521","CULEX PIPIENS/RESTUANS",41.77166,-87.703047,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7522","CULEX PIPIENS/RESTUANS",41.768388,-87.678649,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7523","CULEX PIPIENS/RESTUANS",41.773215,-87.60088,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7524","CULEX RESTUANS",41.773215,-87.60088,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7525","CULEX RESTUANS",41.822536,-87.666343,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7526","CULEX PIPIENS/RESTUANS",41.766202,-87.562889,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7527","CULEX PIPIENS/RESTUANS",41.754676,-87.612922,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7528","CULEX PIPIENS",41.821582,-87.627796,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7529","CULEX PIPIENS/RESTUANS",41.803423,-87.642984,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7530","CULEX PIPIENS/RESTUANS",41.754292,-87.590773,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7531","CULEX TERRITANS",41.754292,-87.590773,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7532","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,1,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7533","CULEX RESTUANS",41.798697,-87.736812,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7534","CULEX PIPIENS/RESTUANS",41.776156,-87.778927,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7535","CULEX PIPIENS/RESTUANS",41.82561,-87.726549,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7536","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7537","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7538","CULEX RESTUANS",41.726465,-87.585413,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7539","CULEX PIPIENS/RESTUANS",41.678618,-87.559308,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7540","CULEX PIPIENS",41.740641,-87.546587,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7541","CULEX PIPIENS/RESTUANS",41.680946,-87.535198,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7542","CULEX TERRITANS",41.680946,-87.535198,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7543","CULEX RESTUANS",41.704572,-87.565666,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7544","CULEX PIPIENS",41.704572,-87.565666,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7545","CULEX PIPIENS/RESTUANS",41.733643,-87.55551,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7546","CULEX PIPIENS/RESTUANS",41.984809,-87.728492,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7547","CULEX RESTUANS",41.984809,-87.728492,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7548","CULEX TERRITANS",41.984809,-87.728492,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7549","CULEX PIPIENS/RESTUANS",41.659112,-87.538693,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7550","CULEX TERRITANS",41.659112,-87.538693,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7551","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7552","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7553","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7554","CULEX RESTUANS",41.974689,-87.890615,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7555","CULEX RESTUANS",41.974689,-87.890615,1,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7556","CULEX PIPIENS/RESTUANS",41.957799,-87.930995,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7557","CULEX RESTUANS",41.957799,-87.930995,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7558","CULEX PIPIENS/RESTUANS",41.925198,-87.746381,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7559","CULEX PIPIENS/RESTUANS",41.973845,-87.805059,1,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7560","CULEX PIPIENS/RESTUANS",41.743402,-87.731435,1,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7561","CULEX PIPIENS/RESTUANS",41.728495,-87.600963,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7562","CULEX PIPIENS/RESTUANS",41.793818,-87.654234,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7563","CULEX PIPIENS",41.793818,-87.654234,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7564","CULEX PIPIENS/RESTUANS",41.904194,-87.756155,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7565","CULEX PIPIENS/RESTUANS",41.951866,-87.725057,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7566","CULEX TERRITANS",41.951866,-87.725057,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7567","CULEX PIPIENS/RESTUANS",41.98728,-87.666066,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7568","CULEX PIPIENS/RESTUANS",41.912563,-87.668055,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7569","CULEX RESTUANS",41.912563,-87.668055,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7570","CULEX PIPIENS/RESTUANS",42.009876,-87.807277,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7571","CULEX PIPIENS/RESTUANS",41.776428,-87.627096,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7572","CULEX RESTUANS",41.776428,-87.627096,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7573","CULEX PIPIENS",41.776428,-87.627096,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7574","CULEX PIPIENS/RESTUANS",41.994679,-87.770899,0,83,59,71,1,58,63,0,6,511,1837," ",0,29.26,29.98,1.9,26,3.3
"7575","CULEX PIPIENS/RESTUANS",41.95469,-87.800991,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7576","CULEX PIPIENS",41.95469,-87.800991,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7577","CULEX PIPIENS",41.891118,-87.654491,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7578","CULEX RESTUANS",41.867108,-87.654224,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7579","CULEX PIPIENS/RESTUANS",41.896282,-87.655232,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7580","CULEX PIPIENS",41.896282,-87.655232,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7581","CULEX PIPIENS/RESTUANS",41.944869,-87.832763,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7582","CULEX RESTUANS",41.944869,-87.832763,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7583","CULEX PIPIENS/RESTUANS",41.801498,-87.763416,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7584","CULEX RESTUANS",41.801498,-87.763416,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7585","CULEX PIPIENS/RESTUANS",41.878114,-87.629798,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7586","CULEX RESTUANS",41.878114,-87.629798,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7587","CULEX PIPIENS/RESTUANS",41.932094,-87.700117,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7588","CULEX RESTUANS",41.932094,-87.700117,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7589","CULEX PIPIENS/RESTUANS",41.916265,-87.800515,1,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7590","CULEX RESTUANS",41.916265,-87.800515,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7591","CULEX PIPIENS",41.916265,-87.800515,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7592","CULEX PIPIENS/RESTUANS",41.963976,-87.69181,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7593","CULEX PIPIENS/RESTUANS",41.964242,-87.757639,1,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7594","CULEX RESTUANS",41.964242,-87.757639,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7595","CULEX PIPIENS",41.964242,-87.757639,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7596","CULEX PIPIENS/RESTUANS",42.008314,-87.777921,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7597","CULEX RESTUANS",42.008314,-87.777921,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7598","CULEX PIPIENS/RESTUANS",41.991429,-87.747113,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7599","CULEX PIPIENS",41.991429,-87.747113,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7600","CULEX RESTUANS",41.868142,-87.696269,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7601","CULEX PIPIENS/RESTUANS",41.923738,-87.785288,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7602","CULEX RESTUANS",41.923738,-87.785288,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7603","CULEX PIPIENS/RESTUANS",41.89923,-87.716788,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7604","CULEX RESTUANS",41.89923,-87.716788,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7605","CULEX PIPIENS/RESTUANS",41.911824,-87.726737,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7606","CULEX RESTUANS",41.911824,-87.726737,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7607","CULEX PIPIENS/RESTUANS",41.800737,-87.71188,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7608","CULEX PIPIENS/RESTUANS",41.77166,-87.703047,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7609","CULEX PIPIENS",41.77166,-87.703047,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7610","CULEX PIPIENS/RESTUANS",41.768388,-87.678649,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7611","CULEX PIPIENS",41.773215,-87.60088,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7612","CULEX PIPIENS/RESTUANS",41.822536,-87.666343,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7613","CULEX PIPIENS/RESTUANS",41.754676,-87.612922,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7614","CULEX PIPIENS/RESTUANS",41.803423,-87.642984,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7615","CULEX PIPIENS/RESTUANS",41.754292,-87.590773,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7616","CULEX RESTUANS",41.754292,-87.590773,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7617","CULEX PIPIENS/RESTUANS",41.776156,-87.778927,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7618","CULEX RESTUANS",41.776156,-87.778927,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7619","CULEX PIPIENS/RESTUANS",41.984809,-87.728492,1,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7620","CULEX RESTUANS",41.984809,-87.728492,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7621","CULEX TERRITANS",41.984809,-87.728492,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7622","CULEX PIPIENS/RESTUANS",41.925198,-87.746381,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7623","CULEX RESTUANS",41.925198,-87.746381,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7624","CULEX PIPIENS",41.925198,-87.746381,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7625","CULEX PIPIENS/RESTUANS",41.973845,-87.805059,1,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7626","CULEX RESTUANS",41.973845,-87.805059,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7627","CULEX PIPIENS",41.973845,-87.805059,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7628","CULEX PIPIENS/RESTUANS",41.743402,-87.731435,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7629","CULEX RESTUANS",41.743402,-87.731435,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7630","CULEX PIPIENS",41.793818,-87.654234,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7631","CULEX PIPIENS/RESTUANS",41.904194,-87.756155,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7632","CULEX PIPIENS/RESTUANS",42.009876,-87.807277,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7633","CULEX PIPIENS",42.009876,-87.807277,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7634","CULEX PIPIENS/RESTUANS",41.776428,-87.627096,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7635","CULEX PIPIENS",41.776428,-87.627096,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7636","CULEX PIPIENS/RESTUANS",41.738903,-87.695443,0,93,71,82,14,71,75,0,17,517,1827," ",0,29.2,29.91,5.2,21,5.9
"7637","CULEX PIPIENS/RESTUANS",41.720848,-87.666014,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
"7638","CULEX RESTUANS",41.720848,-87.666014,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
"7639","CULEX PIPIENS/RESTUANS",41.732984,-87.649642,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
"7640","CULEX RESTUANS",41.732984,-87.649642,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
"7641","CULEX PIPIENS",41.732984,-87.649642,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
"7642","CULEX PIPIENS/RESTUANS",41.868077,-87.666901,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
"7643","CULEX PIPIENS/RESTUANS",41.662014,-87.724608,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
"7644","CULEX RESTUANS",41.662014,-87.724608,0,92,76,84,16,69,74,0,19,518,1826,"HZ",0,29.18,29.89,4.9,22,7.4
